wavelength,power_1,CI_Low_1,CI_High_1,power_2,CI_Low_2,CI_High_2,power,CI_Low,CI_High,power_4,CI_Low_4,CI_High_4,power_4b,CI_Low_4b,CI_High_4b,power_5b,CI_Low_5b,CI_High_5b,trans,refl,trans_adj,refl_adj,trans_adj_bs,refl_adj_bs
466,1.64E-06,1.63E-06,1.64E-06,7.22E-07,7.21E-07,7.23E-07,9.02E-07,9.02E-07,9.03E-07,3.15E-09,3.08E-09,3.22E-09,3.48E-09,3.21E-09,3.75E-09,5.33E-09,5.09E-09,5.57E-09,44.07543443,55.07598313,43.96764841,54.98939898,43.94748253,54.8559207
467,1.66E-06,1.66E-06,1.67E-06,7.25E-07,7.24E-07,7.26E-07,9.22E-07,9.22E-07,9.23E-07,2.96E-09,2.92E-09,3.00E-09,3.58E-09,3.18E-09,3.97E-09,5.24E-09,4.85E-09,5.64E-09,43.62777281,55.5223762,43.52728073,55.44308807,43.48996588,55.30516661
468,1.68E-06,1.68E-06,1.69E-06,7.29E-07,7.28E-07,7.30E-07,9.42E-07,9.41E-07,9.42E-07,3.12E-09,2.77E-09,3.47E-09,3.53E-09,3.13E-09,3.93E-09,5.28E-09,4.76E-09,5.80E-09,43.26212497,55.89686993,43.15677233,55.81497787,43.13259845,55.68666964
469,1.71E-06,1.70E-06,1.71E-06,7.33E-07,7.32E-07,7.34E-07,9.60E-07,9.59E-07,9.60E-07,3.05E-09,2.71E-09,3.39E-09,3.56E-09,3.48E-09,3.65E-09,5.19E-09,4.60E-09,5.78E-09,42.97070685,56.2371408,42.86846212,56.15868073,42.83868946,56.03317772
470,1.73E-06,1.72E-06,1.73E-06,7.39E-07,7.37E-07,7.40E-07,9.76E-07,9.75E-07,9.76E-07,3.02E-09,2.69E-09,3.36E-09,3.48E-09,3.14E-09,3.81E-09,5.41E-09,5.13E-09,5.70E-09,42.73876118,56.46572263,42.63839166,56.38941421,42.61221822,56.25087338
471,1.75E-06,1.74E-06,1.75E-06,7.45E-07,7.44E-07,7.46E-07,9.90E-07,9.90E-07,9.91E-07,3.16E-09,2.76E-09,3.56E-09,3.55E-09,3.32E-09,3.79E-09,5.17E-09,4.65E-09,5.69E-09,42.59562553,56.61566257,42.4917915,56.53718823,42.46909298,56.4219163
472,1.77E-06,1.77E-06,1.77E-06,7.52E-07,7.52E-07,7.53E-07,1.00E-06,1.00E-06,1.00E-06,3.20E-09,3.12E-09,3.27E-09,3.17E-09,2.68E-09,3.66E-09,5.12E-09,4.49E-09,5.75E-09,42.50892265,56.65923848,42.40483454,56.58076965,42.40659025,56.47189717
473,1.79E-06,1.79E-06,1.79E-06,7.62E-07,7.60E-07,7.63E-07,1.01E-06,1.01E-06,1.01E-06,3.01E-09,2.60E-09,3.41E-09,3.28E-09,2.95E-09,3.62E-09,5.07E-09,4.79E-09,5.34E-09,42.54960719,56.60852978,42.45297308,56.53554341,42.43738372,56.42035094
474,1.81E-06,1.81E-06,1.81E-06,7.73E-07,7.71E-07,7.74E-07,1.02E-06,1.02E-06,1.02E-06,3.16E-09,2.91E-09,3.40E-09,3.36E-09,3.13E-09,3.60E-09,5.12E-09,4.46E-09,5.78E-09,42.66349218,56.43632521,42.56341834,56.36029017,42.55187978,56.25174267
475,1.83E-06,1.83E-06,1.84E-06,7.86E-07,7.84E-07,7.87E-07,1.03E-06,1.03E-06,1.03E-06,3.13E-09,2.82E-09,3.43E-09,3.37E-09,3.00E-09,3.75E-09,5.36E-09,4.94E-09,5.78E-09,42.90182054,56.1702431,42.80420798,56.09531365,42.79071398,55.97302732
476,1.85E-06,1.85E-06,1.86E-06,8.01E-07,8.00E-07,8.02E-07,1.03E-06,1.03E-06,1.03E-06,3.27E-09,2.99E-09,3.55E-09,3.37E-09,2.95E-09,3.78E-09,5.00E-09,4.59E-09,5.41E-09,43.21940323,55.80996752,43.11916471,55.73195595,43.11375808,55.63836704
477,1.88E-06,1.87E-06,1.88E-06,8.18E-07,8.17E-07,8.20E-07,1.04E-06,1.04E-06,1.04E-06,3.08E-09,2.66E-09,3.51E-09,3.54E-09,3.24E-09,3.85E-09,5.10E-09,4.60E-09,5.59E-09,43.6163254,55.3428827,43.52350869,55.26936981,43.49890326,55.16192669
478,1.90E-06,1.90E-06,1.90E-06,8.38E-07,8.36E-07,8.40E-07,1.04E-06,1.04E-06,1.04E-06,3.09E-09,2.85E-09,3.33E-09,3.59E-09,3.38E-09,3.80E-09,4.80E-09,4.37E-09,5.23E-09,44.11143878,54.80707449,44.02050506,54.73354315,43.99381979,54.642975
479,1.92E-06,1.92E-06,1.93E-06,8.59E-07,8.58E-07,8.61E-07,1.04E-06,1.04E-06,1.04E-06,2.96E-09,2.45E-09,3.47E-09,3.36E-09,2.90E-09,3.81E-09,5.13E-09,4.96E-09,5.30E-09,44.67555323,54.20394044,44.59014044,54.13323807,44.56981688,54.02046284
480,1.95E-06,1.94E-06,1.95E-06,8.81E-07,8.79E-07,8.84E-07,1.04E-06,1.04E-06,1.04E-06,3.14E-09,3.02E-09,3.25E-09,3.57E-09,3.24E-09,3.90E-09,4.80E-09,4.22E-09,5.38E-09,45.23210266,53.55318313,45.14381054,53.47830555,45.12142044,53.39267478
481,1.97E-06,1.97E-06,1.98E-06,9.05E-07,9.03E-07,9.07E-07,1.04E-06,1.04E-06,1.04E-06,2.93E-09,2.50E-09,3.36E-09,3.34E-09,2.98E-09,3.71E-09,5.04E-09,4.38E-09,5.69E-09,45.87231012,52.88826454,45.79176251,52.8181574,45.77085846,52.71131533
482,2.00E-06,1.99E-06,2.00E-06,9.30E-07,9.28E-07,9.32E-07,1.04E-06,1.04E-06,1.04E-06,3.15E-09,2.76E-09,3.55E-09,3.47E-09,3.06E-09,3.89E-09,5.29E-09,4.95E-09,5.62E-09,46.49662884,52.18930531,46.4120804,52.1137527,46.39606536,52.00698422
483,2.03E-06,2.02E-06,2.03E-06,9.54E-07,9.53E-07,9.56E-07,1.04E-06,1.04E-06,1.04E-06,3.15E-09,2.98E-09,3.31E-09,3.36E-09,2.75E-09,3.97E-09,5.02E-09,4.40E-09,5.63E-09,47.12380708,51.51706501,47.04147794,51.44157624,47.03095832,51.34915106
484,2.05E-06,2.05E-06,2.06E-06,9.79E-07,9.77E-07,9.81E-07,1.04E-06,1.04E-06,1.05E-06,2.95E-09,2.53E-09,3.36E-09,3.48E-09,3.30E-09,3.65E-09,5.18E-09,5.06E-09,5.31E-09,47.72906584,50.92826919,47.65387987,50.85768492,47.62795687,50.74843911
485,2.08E-06,2.07E-06,2.08E-06,1.00E-06,1.00E-06,1.01E-06,1.05E-06,1.05E-06,1.05E-06,3.07E-09,2.90E-09,3.24E-09,3.54E-09,3.29E-09,3.78E-09,5.17E-09,4.95E-09,5.38E-09,48.27663791,50.38317389,48.20011529,50.30976781,48.17748992,50.20868422
486,2.11E-06,2.10E-06,2.11E-06,1.03E-06,1.02E-06,1.03E-06,1.05E-06,1.05E-06,1.05E-06,3.03E-09,2.80E-09,3.25E-09,3.28E-09,2.79E-09,3.76E-09,5.20E-09,5.03E-09,5.36E-09,48.72633282,49.88629307,48.65252807,49.814158,48.64066517,49.71098638
487,2.13E-06,2.13E-06,2.14E-06,1.05E-06,1.05E-06,1.05E-06,1.06E-06,1.06E-06,1.06E-06,2.92E-09,2.69E-09,3.15E-09,3.39E-09,3.17E-09,3.62E-09,4.92E-09,4.35E-09,5.48E-09,49.107293,49.49218446,49.03763833,49.42305657,49.0153247,49.32919613
488,2.16E-06,2.16E-06,2.17E-06,1.07E-06,1.07E-06,1.07E-06,1.06E-06,1.06E-06,1.06E-06,2.99E-09,2.61E-09,3.37E-09,3.25E-09,2.67E-09,3.83E-09,5.09E-09,4.71E-09,5.47E-09,49.38616094,49.18969081,49.31615201,49.11941013,49.30393966,49.02206018
489,2.19E-06,2.18E-06,2.19E-06,1.09E-06,1.08E-06,1.09E-06,1.07E-06,1.07E-06,1.07E-06,3.07E-09,2.63E-09,3.52E-09,3.28E-09,2.87E-09,3.69E-09,5.07E-09,5.01E-09,5.13E-09,49.59016534,48.99098251,49.51935448,48.91932997,49.5097245,48.82784179
490,2.22E-06,2.21E-06,2.22E-06,1.10E-06,1.10E-06,1.10E-06,1.08E-06,1.08E-06,1.09E-06,2.95E-09,2.70E-09,3.19E-09,3.23E-09,2.94E-09,3.52E-09,5.02E-09,4.83E-09,5.20E-09,49.69542206,48.89534738,49.62852771,48.8273891,49.61565021,48.7338599
491,2.25E-06,2.24E-06,2.25E-06,1.12E-06,1.12E-06,1.12E-06,1.10E-06,1.10E-06,1.10E-06,3.12E-09,3.03E-09,3.21E-09,3.47E-09,3.25E-09,3.70E-09,5.12E-09,4.76E-09,5.47E-09,49.70109315,48.88812241,49.63112369,48.81702205,49.61542277,48.72816194
492,2.28E-06,2.27E-06,2.28E-06,1.13E-06,1.13E-06,1.13E-06,1.11E-06,1.11E-06,1.11E-06,2.91E-09,2.69E-09,3.14E-09,3.34E-09,3.04E-09,3.65E-09,4.99E-09,4.40E-09,5.58E-09,49.63313953,48.97040611,49.56853856,48.90495512,49.54976392,48.81372004
493,2.30E-06,2.30E-06,2.31E-06,1.14E-06,1.14E-06,1.14E-06,1.13E-06,1.13E-06,1.13E-06,2.95E-09,2.66E-09,3.25E-09,3.32E-09,2.86E-09,3.78E-09,5.01E-09,4.53E-09,5.49E-09,49.50513956,49.11203841,49.44031157,49.04670573,49.42440225,48.95741763
494,2.33E-06,2.33E-06,2.34E-06,1.15E-06,1.15E-06,1.15E-06,1.15E-06,1.15E-06,1.15E-06,3.05E-09,2.80E-09,3.29E-09,3.38E-09,2.96E-09,3.80E-09,4.91E-09,4.50E-09,5.33E-09,49.311427,49.30920075,49.24515297,49.2429238,49.23074693,49.16289051
495,2.36E-06,2.36E-06,2.37E-06,1.16E-06,1.16E-06,1.16E-06,1.17E-06,1.17E-06,1.17E-06,2.89E-09,2.57E-09,3.22E-09,3.35E-09,3.06E-09,3.63E-09,5.10E-09,4.97E-09,5.24E-09,49.04270153,49.57159828,48.98021903,49.5097643,48.96096248,49.41600573
496,2.39E-06,2.38E-06,2.40E-06,1.17E-06,1.16E-06,1.17E-06,1.19E-06,1.19E-06,1.19E-06,2.99E-09,2.70E-09,3.29E-09,3.28E-09,2.87E-09,3.70E-09,4.81E-09,4.38E-09,5.23E-09,48.78445042,49.87036612,48.72027564,49.80755204,48.70813187,49.73157553
497,2.42E-06,2.42E-06,2.43E-06,1.17E-06,1.17E-06,1.18E-06,1.21E-06,1.21E-06,1.22E-06,3.05E-09,2.72E-09,3.39E-09,3.42E-09,3.16E-09,3.68E-09,4.85E-09,4.45E-09,5.26E-09,48.48531152,50.17425474,48.42024036,50.11131698,48.40519601,50.03701652
498,2.45E-06,2.45E-06,2.46E-06,1.18E-06,1.18E-06,1.18E-06,1.24E-06,1.24E-06,1.24E-06,2.89E-09,2.47E-09,3.32E-09,3.25E-09,2.81E-09,3.69E-09,5.05E-09,4.78E-09,5.33E-09,48.17009247,50.48003459,48.10882497,50.42149764,48.09429133,50.33338958
499,2.48E-06,2.47E-06,2.49E-06,1.19E-06,1.19E-06,1.19E-06,1.26E-06,1.26E-06,1.26E-06,3.05E-09,2.92E-09,3.19E-09,3.08E-09,2.72E-09,3.44E-09,4.84E-09,4.31E-09,5.36E-09,47.87692457,50.80432512,47.81269487,50.74370276,47.81149959,50.67169378
500,2.51E-06,2.50E-06,2.52E-06,1.19E-06,1.19E-06,1.20E-06,1.28E-06,1.28E-06,1.28E-06,2.97E-09,2.54E-09,3.41E-09,3.38E-09,3.11E-09,3.66E-09,4.83E-09,4.24E-09,5.42E-09,47.58191447,51.11681802,47.51971653,51.0588145,47.5034992,50.98480414
501,2.54E-06,2.53E-06,2.54E-06,1.20E-06,1.20E-06,1.20E-06,1.31E-06,1.31E-06,1.31E-06,2.97E-09,2.74E-09,3.20E-09,3.27E-09,3.04E-09,3.50E-09,4.76E-09,4.53E-09,4.98E-09,47.26784376,51.43777021,47.20609349,51.38090299,47.19416278,51.31048154
502,2.57E-06,2.56E-06,2.57E-06,1.21E-06,1.21E-06,1.21E-06,1.33E-06,1.33E-06,1.33E-06,2.92E-09,2.60E-09,3.24E-09,3.35E-09,3.15E-09,3.55E-09,4.96E-09,4.92E-09,5.00E-09,46.98848239,51.72081924,46.92812732,51.66585206,46.91146937,51.58629597
503,2.60E-06,2.59E-06,2.60E-06,1.21E-06,1.21E-06,1.22E-06,1.35E-06,1.35E-06,1.35E-06,2.98E-09,2.61E-09,3.35E-09,3.22E-09,3.04E-09,3.40E-09,4.67E-09,3.99E-09,5.35E-09,46.70828151,51.98257294,46.64703743,51.92739021,46.63796651,51.86247638
504,2.63E-06,2.62E-06,2.63E-06,1.22E-06,1.22E-06,1.22E-06,1.37E-06,1.37E-06,1.37E-06,3.01E-09,2.94E-09,3.07E-09,3.24E-09,3.07E-09,3.40E-09,4.97E-09,4.74E-09,5.20E-09,46.47539354,52.23743389,46.41405329,52.18269705,46.40537623,52.1079599
505,2.66E-06,2.65E-06,2.66E-06,1.23E-06,1.23E-06,1.23E-06,1.39E-06,1.39E-06,1.40E-06,2.84E-09,2.54E-09,3.15E-09,3.22E-09,2.96E-09,3.49E-09,4.93E-09,4.46E-09,5.39E-09,46.25486072,52.47046301,46.19731505,52.41957247,46.18294303,52.34108202
506,2.69E-06,2.68E-06,2.69E-06,1.24E-06,1.24E-06,1.24E-06,1.42E-06,1.41E-06,1.42E-06,2.98E-09,2.68E-09,3.29E-09,3.29E-09,2.98E-09,3.61E-09,4.76E-09,4.39E-09,5.12E-09,46.04291039,52.67334534,45.98289335,52.6207034,45.97142676,52.5546337
507,2.72E-06,2.71E-06,2.72E-06,1.25E-06,1.24E-06,1.25E-06,1.44E-06,1.43E-06,1.44E-06,2.86E-09,2.56E-09,3.15E-09,3.15E-09,2.68E-09,3.62E-09,4.96E-09,4.72E-09,5.19E-09,45.85658318,52.85297115,45.79958966,52.8033423,45.7888045,52.72596133
508,2.74E-06,2.74E-06,2.75E-06,1.25E-06,1.25E-06,1.26E-06,1.46E-06,1.45E-06,1.46E-06,3.06E-09,2.72E-09,3.40E-09,3.33E-09,3.03E-09,3.63E-09,4.92E-09,4.69E-09,5.15E-09,45.70534434,53.01414338,45.64467056,52.96163712,45.6350786,52.89396107
509,2.77E-06,2.77E-06,2.78E-06,1.26E-06,1.26E-06,1.27E-06,1.47E-06,1.47E-06,1.47E-06,3.04E-09,2.90E-09,3.17E-09,3.31E-09,2.99E-09,3.63E-09,4.72E-09,4.19E-09,5.25E-09,45.58244425,53.13971954,45.52278161,53.0883426,45.51303946,53.02752217
510,2.80E-06,2.79E-06,2.81E-06,1.27E-06,1.27E-06,1.28E-06,1.49E-06,1.49E-06,1.49E-06,2.88E-09,2.64E-09,3.12E-09,3.33E-09,3.03E-09,3.63E-09,4.90E-09,4.54E-09,5.26E-09,45.43315518,53.24768678,45.37700037,53.19957391,45.3608641,53.12748263
511,2.83E-06,2.82E-06,2.84E-06,1.28E-06,1.28E-06,1.29E-06,1.51E-06,1.51E-06,1.51E-06,2.96E-09,2.67E-09,3.25E-09,3.41E-09,3.16E-09,3.66E-09,4.95E-09,4.36E-09,5.54E-09,45.37966453,53.3152813,45.32255892,53.26647239,45.30660949,53.19598595
512,2.86E-06,2.85E-06,2.87E-06,1.30E-06,1.29E-06,1.30E-06,1.53E-06,1.52E-06,1.53E-06,2.99E-09,2.93E-09,3.05E-09,3.26E-09,2.99E-09,3.54E-09,4.78E-09,4.33E-09,5.22E-09,45.32513857,53.34479201,45.26793581,53.29597969,45.25827253,53.23342144
513,2.89E-06,2.88E-06,2.89E-06,1.31E-06,1.31E-06,1.31E-06,1.54E-06,1.54E-06,1.54E-06,2.89E-09,2.71E-09,3.07E-09,3.32E-09,3.11E-09,3.53E-09,4.91E-09,4.79E-09,5.04E-09,45.30368757,53.34578769,45.24889253,53.29904927,45.2340571,53.22889584
514,2.92E-06,2.91E-06,2.92E-06,1.32E-06,1.32E-06,1.32E-06,1.55E-06,1.55E-06,1.56E-06,2.94E-09,2.76E-09,3.11E-09,3.17E-09,2.91E-09,3.43E-09,4.94E-09,4.79E-09,5.10E-09,45.32578802,53.30931773,45.27066945,53.26224758,45.26271177,53.19336734
515,2.95E-06,2.94E-06,2.95E-06,1.34E-06,1.33E-06,1.34E-06,1.57E-06,1.57E-06,1.57E-06,2.90E-09,2.67E-09,3.14E-09,3.27E-09,2.89E-09,3.65E-09,4.75E-09,4.14E-09,5.36E-09,45.37933253,53.20662672,45.32542307,53.16044263,45.3128833,53.09774464
516,2.97E-06,2.97E-06,2.98E-06,1.35E-06,1.35E-06,1.35E-06,1.58E-06,1.58E-06,1.58E-06,2.88E-09,2.44E-09,3.32E-09,3.28E-09,3.06E-09,3.51E-09,4.65E-09,4.03E-09,5.27E-09,45.46243533,53.11204478,45.40957802,53.06660141,45.3959555,53.0070025
517,3.00E-06,3.00E-06,3.01E-06,1.37E-06,1.37E-06,1.37E-06,1.59E-06,1.59E-06,1.59E-06,3.02E-09,2.76E-09,3.28E-09,3.13E-09,2.93E-09,3.32E-09,4.89E-09,4.32E-09,5.47E-09,45.57210301,52.95664946,45.51730987,52.90929042,45.51370073,52.8467342
518,3.03E-06,3.02E-06,3.04E-06,1.39E-06,1.38E-06,1.39E-06,1.60E-06,1.60E-06,1.60E-06,2.97E-09,2.81E-09,3.14E-09,3.12E-09,2.66E-09,3.57E-09,4.78E-09,4.51E-09,5.05E-09,45.72206313,52.78804489,45.66877643,52.74169513,45.66401556,52.68194596
519,3.06E-06,3.05E-06,3.06E-06,1.40E-06,1.40E-06,1.41E-06,1.61E-06,1.61E-06,1.61E-06,2.91E-09,2.73E-09,3.09E-09,3.18E-09,2.90E-09,3.45E-09,4.51E-09,4.03E-09,5.00E-09,45.91005493,52.58290414,45.85853825,52.53774287,45.84982442,52.48522487
520,3.09E-06,3.08E-06,3.09E-06,1.42E-06,1.42E-06,1.43E-06,1.62E-06,1.61E-06,1.62E-06,2.93E-09,2.71E-09,3.16E-09,3.31E-09,3.23E-09,3.39E-09,4.75E-09,4.60E-09,4.89E-09,46.12343403,52.34023866,46.07215311,52.29487503,46.06003438,52.2361458
521,3.11E-06,3.11E-06,3.12E-06,1.44E-06,1.44E-06,1.45E-06,1.62E-06,1.62E-06,1.62E-06,2.77E-09,2.60E-09,2.93E-09,3.10E-09,2.95E-09,3.25E-09,4.70E-09,4.08E-09,5.32E-09,46.35476818,52.0761944,46.30707257,52.03358567,46.29623035,51.97153156
522,3.14E-06,3.14E-06,3.15E-06,1.46E-06,1.46E-06,1.47E-06,1.63E-06,1.63E-06,1.63E-06,3.08E-09,2.93E-09,3.22E-09,3.16E-09,2.68E-09,3.63E-09,4.71E-09,4.67E-09,4.75E-09,46.6188989,51.78238266,46.56654543,51.73509327,46.56403295,51.68302013
523,3.17E-06,3.16E-06,3.17E-06,1.49E-06,1.48E-06,1.49E-06,1.63E-06,1.63E-06,1.63E-06,3.01E-09,2.84E-09,3.18E-09,3.20E-09,2.69E-09,3.71E-09,4.81E-09,4.54E-09,5.08E-09,46.91719715,51.44828952,46.86674195,51.40214113,46.8606372,51.34539336
524,3.20E-06,3.19E-06,3.20E-06,1.51E-06,1.51E-06,1.51E-06,1.63E-06,1.63E-06,1.64E-06,2.91E-09,2.68E-09,3.13E-09,3.33E-09,3.15E-09,3.51E-09,4.63E-09,4.11E-09,5.15E-09,47.24499228,51.11504211,47.19699951,51.07057004,47.18379305,51.01662455
525,3.22E-06,3.22E-06,3.23E-06,1.53E-06,1.53E-06,1.54E-06,1.64E-06,1.64E-06,1.64E-06,2.86E-09,2.68E-09,3.03E-09,3.17E-09,2.64E-09,3.69E-09,4.91E-09,4.65E-09,5.17E-09,47.52345818,50.76450949,47.47688619,50.72081387,47.46735552,50.65720313
526,3.25E-06,3.25E-06,3.26E-06,1.56E-06,1.55E-06,1.56E-06,1.64E-06,1.64E-06,1.64E-06,2.90E-09,2.67E-09,3.12E-09,3.34E-09,3.20E-09,3.48E-09,4.97E-09,4.76E-09,5.17E-09,47.84879819,50.39809168,47.80227904,50.35384652,47.78867145,50.29019744
527,3.28E-06,3.27E-06,3.29E-06,1.58E-06,1.58E-06,1.58E-06,1.64E-06,1.64E-06,1.64E-06,2.71E-09,2.56E-09,2.86E-09,3.16E-09,2.64E-09,3.68E-09,4.81E-09,4.22E-09,5.40E-09,48.18446914,50.02809362,48.14163754,49.986786,48.12794788,49.92268432
528,3.31E-06,3.30E-06,3.32E-06,1.60E-06,1.60E-06,1.61E-06,1.64E-06,1.64E-06,1.64E-06,2.88E-09,2.55E-09,3.20E-09,3.05E-09,2.81E-09,3.30E-09,4.71E-09,4.27E-09,5.15E-09,48.4949901,49.65303521,48.45017434,49.6092271,48.44479525,49.55371675
529,3.34E-06,3.33E-06,3.34E-06,1.63E-06,1.63E-06,1.63E-06,1.65E-06,1.64E-06,1.65E-06,2.77E-09,2.60E-09,2.93E-09,3.24E-09,2.95E-09,3.54E-09,4.69E-09,4.45E-09,4.94E-09,48.83276654,49.32658297,48.79029909,49.28452537,48.77601908,49.22676625
530,3.36E-06,3.36E-06,3.37E-06,1.65E-06,1.65E-06,1.66E-06,1.65E-06,1.65E-06,1.65E-06,2.94E-09,2.68E-09,3.20E-09,3.04E-09,2.79E-09,3.29E-09,4.71E-09,4.36E-09,5.07E-09,49.13605972,48.9843249,49.09155688,48.9396893,49.08860075,48.88690776
531,3.39E-06,3.39E-06,3.40E-06,1.68E-06,1.67E-06,1.68E-06,1.65E-06,1.65E-06,1.65E-06,2.92E-09,2.71E-09,3.14E-09,3.28E-09,3.15E-09,3.42E-09,4.72E-09,4.27E-09,5.16E-09,49.40361402,48.69994233,49.35997324,48.6556946,49.34930704,48.60278231
532,3.42E-06,3.41E-06,3.43E-06,1.70E-06,1.69E-06,1.70E-06,1.66E-06,1.66E-06,1.66E-06,2.91E-09,2.76E-09,3.06E-09,2.90E-09,2.83E-09,2.96E-09,4.63E-09,4.31E-09,4.96E-09,49.62888335,48.46730869,49.5859407,48.42337577,49.58635531,48.37302208
533,3.45E-06,3.44E-06,3.45E-06,1.72E-06,1.71E-06,1.72E-06,1.66E-06,1.66E-06,1.67E-06,2.73E-09,2.37E-09,3.09E-09,3.02E-09,2.74E-09,3.29E-09,4.77E-09,4.55E-09,4.99E-09,49.81372839,48.28232625,49.77390924,48.24129204,49.76569604,48.18215694
534,3.47E-06,3.47E-06,3.48E-06,1.74E-06,1.73E-06,1.74E-06,1.67E-06,1.67E-06,1.67E-06,2.81E-09,2.48E-09,3.13E-09,3.17E-09,2.78E-09,3.56E-09,4.69E-09,4.31E-09,5.06E-09,49.94665472,48.1381088,49.90617791,48.09616947,49.89580028,48.04204287
535,3.50E-06,3.49E-06,3.51E-06,1.75E-06,1.75E-06,1.75E-06,1.68E-06,1.68E-06,1.68E-06,2.87E-09,2.68E-09,3.06E-09,3.04E-09,2.71E-09,3.37E-09,4.42E-09,4.17E-09,4.67E-09,50.04153408,48.06315942,50.00057713,48.02058056,49.995736,47.97620238
536,3.53E-06,3.52E-06,3.53E-06,1.77E-06,1.76E-06,1.77E-06,1.69E-06,1.69E-06,1.69E-06,2.76E-09,2.50E-09,3.02E-09,3.00E-09,2.64E-09,3.36E-09,4.65E-09,4.29E-09,5.00E-09,50.0844949,48.02328556,50.04542765,47.98260506,50.03862907,47.92901614
537,3.55E-06,3.55E-06,3.56E-06,1.78E-06,1.78E-06,1.78E-06,1.71E-06,1.71E-06,1.71E-06,2.80E-09,2.49E-09,3.12E-09,3.18E-09,3.07E-09,3.30E-09,4.80E-09,4.45E-09,5.15E-09,50.08966274,48.02498326,50.05025237,47.98394256,50.03954995,47.92765628
538,3.58E-06,3.57E-06,3.59E-06,1.79E-06,1.79E-06,1.79E-06,1.72E-06,1.72E-06,1.72E-06,2.88E-09,2.67E-09,3.09E-09,3.16E-09,3.00E-09,3.31E-09,4.64E-09,4.36E-09,4.91E-09,50.04146425,48.0915602,50.00126128,48.04978809,49.993399,48.0006494
539,3.61E-06,3.60E-06,3.61E-06,1.80E-06,1.80E-06,1.80E-06,1.74E-06,1.74E-06,1.74E-06,2.73E-09,2.66E-09,2.79E-09,3.11E-09,2.62E-09,3.61E-09,4.81E-09,4.64E-09,4.98E-09,49.96150915,48.18074345,49.92363233,48.14151867,49.91291388,48.08383366
540,3.63E-06,3.62E-06,3.64E-06,1.81E-06,1.80E-06,1.81E-06,1.75E-06,1.75E-06,1.76E-06,2.82E-09,2.43E-09,3.22E-09,3.34E-09,3.18E-09,3.49E-09,4.60E-09,4.05E-09,5.14E-09,49.80534381,48.30273778,49.76629731,48.2625224,49.75218567,48.21361545
541,3.66E-06,3.65E-06,3.66E-06,1.82E-06,1.81E-06,1.82E-06,1.77E-06,1.77E-06,1.77E-06,2.77E-09,2.58E-09,2.96E-09,3.13E-09,2.76E-09,3.50E-09,4.64E-09,4.34E-09,4.95E-09,49.63798821,48.46477476,49.59981203,48.42570924,49.59003502,48.37452368
542,3.68E-06,3.68E-06,3.69E-06,1.82E-06,1.82E-06,1.83E-06,1.79E-06,1.79E-06,1.79E-06,2.80E-09,2.55E-09,3.04E-09,3.22E-09,2.88E-09,3.55E-09,4.59E-09,4.31E-09,4.88E-09,49.4804807,48.63992617,49.44211374,48.60092085,49.43070531,48.55205512
